ID,Property Type,Bedrooms,Rent,Utilities Included,Min Stay,Bathrooms,Fees,Yard,Parking,Availability,Location,Link,Is Available,Time To Work
281195_1,House (Sublet),2,4500,True,3 Month Minimum,1,Cleaning Fee - $200.00/Deposit (Refundable) - $2000.00/Pet Deposit (Refundable) - $500.00,True,Free Parking on Premises,"[('2021-04-19', '2021-09-14')]","33.9929630, -118.4325340",https://furnishedfinder.com/property/281195_1,True,1061
271973_1,Condo (Sublet),2,3800,True,Month to Month,1,Cleaning Fee - $200.00/Deposit (Refundable) - $500.00,True,Free Parking on Premises,"[('2021-06-07', '2021-09-16')]","33.8355890, -118.3222353",https://furnishedfinder.com/property/271973_1,True,2614
293501_1,Apartment (Sublet),1,2300,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $700.00/Pet Deposit (Refundable) - $250.00,False,Free Parking on Premises,"[('2021-06-02', '2021-09-16')]","34.1332726, -118.2591959",https://furnishedfinder.com/property/293501_1,True,2722
279848_1,House,4,7000,True,Month to Month,4,Cleaning Fee - $265.00/Deposit (Refundable) - $7000.00/Application Fee - $40.00,True,Free Parking on Premises,"[('2021-04-29', '2021-09-18')]","33.9663944, -118.3466899",https://furnishedfinder.com/property/279848_1,True,1661
287566_1,Cottage,0.5,1650,True,Month to Month,1,Cleaning Fee - $90.00/Application Fee - $30.00/Deposit (Refundable) - $100.00,False,Plenty of street parking is available,"[('2021-05-13', '2021-09-18')]","33.9825701, -118.3414244",https://furnishedfinder.com/property/287566_1,True,1460
291143_1,House,1,2300,True,3 Month Minimum,1,Deposit (Refundable) - $2300.00/Application Fee - $50.00/Cleaning Fee - $100.00,False,Free Parking on Premises,"[('2021-06-11', '2021-09-19')]","34.156786244568956, -118.78008342617186",https://furnishedfinder.com/property/291143_1,True,2855
291143_1,House,1,2300,True,3 Month Minimum,1,Deposit (Refundable) - $2300.00/Application Fee - $50.00/Cleaning Fee - $100.00,False,Free Parking on Premises,"[('2021-06-11', '2021-09-19')]","34.156786244568956, -118.78008342617186",https://furnishedfinder.com/property/291143_1,True,2855
292108_1,Apartment,2,2300,True,3 Month Minimum,1,Cleaning Fee - $85.00/Deposit (Refundable) - $800.00,False,Free Parking on Premises,"[('2021-06-18', '2021-09-19')]","34.0057668, -118.3363069",https://furnishedfinder.com/property/292108_1,True,1464
288963_1,House,2,2760,True,Month to Month,1,Cleaning Fee - $120.00/Pet Deposit (Refundable) - $300.00,False,Street parking,"[('2021-06-07', '2021-09-20')]","34.1799003, -118.5258751",https://furnishedfinder.com/property/288963_1,True,1906
209363_1,Cottage,1,2715,True,Month to Month,1,Cleaning Fee - $100.00,False,Street Parking,"[('2021-06-10', '2021-07-11'), ('2021-07-11', '2021-08-14'), ('2021-08-14', '2021-09-21')]","33.8316828, -118.3858412",https://furnishedfinder.com/property/209363_1,True,2928
288963_1,House,2,2760,True,Month to Month,1,Cleaning Fee - $120.00/Pet Deposit (Refundable) - $300.00,False,Street parking,"[('2021-06-07', '2021-09-20')]","34.1799003, -118.5258751",https://furnishedfinder.com/property/288963_1,True,1906
283015_1,Apartment,2,5000,True,Month to Month,2,Cleaning Fee - $265.00,False,Free Parking on Premises,"[('2021-06-20', '2021-09-21')]","33.9794277, -118.4373600",https://furnishedfinder.com/property/283015_1,True,1094
228568_1,House,1,1950,True,Month to Month,1,Deposit (Refundable) - $450.00/Cleaning Fee - $100.00,True,Free Parking on Premises,"[('2021-06-08', '2021-09-25')]","34.1882972, -118.5126937",https://furnishedfinder.com/property/228568_1,True,2161
217096_1,Cottage,1,1500,True,Month to Month,1,Deposit (Refundable) - $250.00/Cleaning Fee - $25.00,True,Free street parking,"[('2021-06-09', '2021-07-10'), ('2021-07-10', '2021-07-11'), ('2021-07-14', '2021-07-15'), ('2021-07-15', '2021-09-26'), ('2021-09-26', '2021-09-27'), ('2021-12-20', '2022-06-24')]","33.9859537, -118.3482608",https://furnishedfinder.com/property/217096_1,True,1384
237878_1,Cottage,1,2550,True,Month to Month,1,,False,Free Parking on Premises,"[('2021-06-27', '2021-06-29'), ('2021-06-29', '2021-07-02'), ('2021-07-02', '2021-07-05'), ('2021-07-05', '2021-07-08'), ('2021-07-08', '2021-07-10'), ('2021-07-17', '2021-07-19'), ('2021-07-19', '2021-07-23'), ('2021-07-23', '2021-07-26'), ('2021-07-26', '2021-07-30'), ('2021-08-09', '2021-08-12'), ('2021-08-13', '2021-08-16'), ('2021-08-16', '2021-08-23'), ('2021-08-28', '2021-08-31'), ('2021-09-02', '2021-09-04'), ('2021-09-04', '2021-09-07'), ('2021-09-25', '2021-09-28'), ('2021-11-06', '2021-11-09'), ('2021-11-12', '2021-11-14'), ('2021-11-18', '2021-11-22'), ('2021-11-24', '2021-11-26'), ('2021-12-09', '2021-12-12'), ('2022-01-21', '2022-02-04'), ('2022-02-19', '2022-02-26'), ('2022-02-26', '2022-04-01'), ('2022-04-15', '2022-04-18'), ('2022-04-28', '2022-05-01'), ('2022-05-27', '2022-05-30')]","34.1167875, -118.2626197",https://furnishedfinder.com/property/237878_1,True,2800
281138_1,House (Sublet),4,6900,True,Month to Month,3,Cleaning Fee - $150.00/Deposit (Refundable) - $1000.00,True,Free Parking on Premises,"[('2021-06-16', '2021-09-28')]","33.9874071, -118.4322169",https://furnishedfinder.com/property/281138_1,True,1037
199965_1,Apartment,0.5,2250,True,Month to Month,1,Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-06-02', '2021-09-29')]","33.8751043, -118.4043589",https://furnishedfinder.com/property/199965_1,True,2270
287058_1,House,3,7000,True,Month to Month,3,Cleaning Fee - $150.00/Deposit (Refundable) - $1000.00/Pet Deposit (Refundable) - $500.00,True,Free Parking on Premises,"[('2021-06-04', '2021-09-29')]","34.0291563, -118.4405112",https://furnishedfinder.com/property/287058_1,True,754
204216_1,Cottage,1,2795,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $750.00,True,Free Parking on Premises,"[('2021-06-13', '2021-09-30')]","34.0320119, -118.4491211",https://furnishedfinder.com/property/204216_1,True,602
189950_1,House,2,2475,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $750.00/Pet Deposit (Refundable) - $350.00,False,Free Parking on Premises,"[('2021-06-14', '2021-06-30'), ('2021-10-01', '2021-10-01'), ('2021-10-02', '2021-10-02')]","34.1755638, -118.5600224",https://furnishedfinder.com/property/189950_1,True,2001
189950_1,House,2,2475,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $750.00/Pet Deposit (Refundable) - $350.00,False,Free Parking on Premises,"[('2021-06-14', '2021-06-30'), ('2021-10-01', '2021-10-01'), ('2021-10-02', '2021-10-02')]","34.1755638, -118.5600224",https://furnishedfinder.com/property/189950_1,True,2001
270487_1,Apartment,2,1999,True,Month to Month,1,Deposit (Refundable) - $500.00/Cleaning Fee - $150.00,False,Free Parking on Premises,"[('2021-06-17', '2021-10-03')]","33.9298177, -118.3551891",https://furnishedfinder.com/property/270487_1,True,1827
273054_1,House,3,3800,True,Month to Month,1,Deposit (Refundable) - $1700.00/Cleaning Fee - $100.00,True,Free Parking on Premises,"[('2021-05-19', '2021-10-09')]","33.9579846, -118.3993547",https://furnishedfinder.com/property/273054_1,True,1389
277658_1,Condo,1,2650,True,3 Month Minimum,1,Deposit (Refundable) - $500.00/Pet Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-06-05', '2021-10-09')]","33.8313206, -118.37748520688478",https://furnishedfinder.com/property/277658_1,True,2912
277658_1,Condo,1,2650,True,3 Month Minimum,1,Deposit (Refundable) - $500.00/Pet Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-06-05', '2021-10-09')]","33.8313206, -118.37748520688478",https://furnishedfinder.com/property/277658_1,True,2912
246407_1,Cottage,2,2300,True,Month to Month,1,Application Fee - $39.99/Deposit (Refundable) - $1200.00/Pet Deposit (Non-Refundable) - $150.00,False,Free Parking on Premises,"[('2021-06-14', '2021-10-14')]","34.2075049, -118.4790571",https://furnishedfinder.com/property/246407_1,True,2121
276572_1,House,1,3000,True,Month to Month,1,Deposit (Refundable) - $2000.00/Pet Deposit (Refundable) - $500.00,False,Street parking,"[('2021-06-12', '2021-10-14')]","34.1307450, -118.3520617",https://furnishedfinder.com/property/276572_1,True,2260
277684_1,Cottage,1,2000,True,Month to Month,1,Deposit (Refundable) - $700.00/Cleaning Fee - $100.00,False,Free Parking on Premises,"[('2021-06-03', '2021-10-14')]","34.0732645, -118.3458630",https://furnishedfinder.com/property/277684_1,True,1531
283138_1,ERR,ERR,ER,ERR,ERR,ERR,ERR,ERR,ERR,[],"34.1458148, -118.7680736",https://furnishedfinder.com/property/283138_1,True,2795
251771_1,ERR,ERR,ER,ERR,ERR,ERR,ERR,ERR,ERR,[],"34.1463426, -118.7561027",https://furnishedfinder.com/property/251771_1,True,2694
274461_1,House,5,6500,False,Month to Month,4,Cleaning Fee - $650.00/Deposit (Refundable) - $6500.00,True,Free Parking on Premises,[],"34.1963740, -118.5888025",https://furnishedfinder.com/property/274461_1,True,2320
287939_1,House,1,2590,True,Month to Month,1,Deposit (Refundable) - $250.00/Cleaning Fee - $200.00/Application Fee - $40.00,True,Free Parking on Premises,[],"34.1754251, -118.5414535",https://furnishedfinder.com/property/287939_1,True,1943
274461_3,House,3,2950,False,Month to Month,1,Cleaning Fee - $400.00/Deposit (Refundable) - $2950.00,True,Street parking available,[],"34.1963740, -118.5888025",https://furnishedfinder.com/property/274461_3,True,2320
232278_1,Apartment,1,2800,True,Month to Month,1,Application Fee - $35.00/Cleaning Fee - $150.00/Deposit (Refundable) - $600.00,False,Free Parking on Premises,[],"34.1941772, -118.5137428",https://furnishedfinder.com/property/232278_1,True,2257
266721_1,House,1,2100,True,3 Month Minimum,1,Cleaning Fee - $150.00/Deposit (Refundable) - $1000.00/Pet Deposit (Non-Refundable) - $500.00,False,Free Parking on Premises,[],"34.1715451, -118.6290087",https://furnishedfinder.com/property/266721_1,True,2259
290311_1,Condo,2,3000,True,3 Month Minimum,2,Cleaning Fee - $130.00/Deposit (Refundable) - $1500.00,True,Free Parking on Premises,[],"34.1681681, -118.5208322",https://furnishedfinder.com/property/290311_1,True,1690
269475_1,Apartment,1,1445,True,Month to Month,1,Application Fee - $40.00/Deposit (Refundable) - $1000.00,False,,[],"34.2119875, -118.6056117",https://furnishedfinder.com/property/269475_1,True,2471
294813_1,House,2,5000,True,Month to Month,2,Cleaning Fee - $100.00/Deposit (Refundable) - $500.00,True,Free Parking on Premises,[],"34.1720713, -118.5526678",https://furnishedfinder.com/property/294813_1,True,1836
285297_1,Cottage,0.5,1500,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $1500.00/Pet Deposit (Refundable) - $100.00,False,Free Parking on Premises,"[('2021-06-19', '2021-10-31')]","34.1956938, -118.5521204",https://furnishedfinder.com/property/285297_1,True,2179
272952_1,Apartment,0.5,2400,True,3 Month Minimum,1,Application Fee - $50.00/Cleaning Fee - $300.00/Deposit (Refundable) - $4800.00,False,Free Parking on Premises,"[('2021-03-23', '2022-01-31')]","34.1962878, -118.6185797",https://furnishedfinder.com/property/272952_1,True,2373
243266_1,Apartment,2,4250,True,Month to Month,2,Application Fee - $60.00/Cleaning Fee - $175.00/Deposit (Refundable) - $975.00,False,Free Parking on Premises,[],"33.9998703, -118.3153115",https://furnishedfinder.com/property/243266_1,True,1735
290958_1,House,2,1799,True,Month to Month,2,Application Fee - $57.00/Deposit (Refundable) - $1500.00/Cleaning Fee - $200.00,True,Ample Street Parking Gated Parking Available at an additional fee,[],"33.9751837, -118.3083204",https://furnishedfinder.com/property/290958_1,True,1920
257684_1,Apartment,1,1500,True,Month to Month,1,Cleaning Fee - $120.00,False,Street parking only,[],"33.9585112, -118.3825622",https://furnishedfinder.com/property/257684_1,True,1378
289830_1,Apartment,2,9600,True,Month to Month,2,Cleaning Fee - $200.00,False,Street parking,[],"33.99768054199691, -118.47895407989502",https://furnishedfinder.com/property/289830_1,True,694
274751_1,House,2,2500,True,Month to Month,1,Deposit (Refundable) - $2500.00/Pet Deposit (Non-Refundable) - $100.00,False,Ample street parking for multiple cars,[],"33.8378762, -118.3191520",https://furnishedfinder.com/property/274751_1,True,2660
292704_1,Condo,1,4500,True,Month to Month,1,,False,Free Parking on Premises,[],"33.9591584, -118.4347813",https://furnishedfinder.com/property/292704_1,True,1358
280131_1,Apartment (Sublet),1,3000,True,Weekly,1,Deposit (Refundable) - $1000.00/Cleaning Fee - $150.00,False,plenty of free street parking,[],"33.9599159, -118.4495649",https://furnishedfinder.com/property/280131_1,True,1271
292578_1,Apartment,2,3450,True,Month to Month,2,Application Fee - $50.00/Cleaning Fee - $500.00/Deposit (Refundable) - $3000.00,False,1 assigned exterior parking space in rear of building,[],"33.9859267, -118.3543391",https://furnishedfinder.com/property/292578_1,True,1337
233376_1,Cottage,1,3250,True,Month to Month,1,Deposit (Refundable) - $1000.00/Cleaning Fee - $150.00,True,,[],"33.8393233, -118.3865150",https://furnishedfinder.com/property/233376_1,True,2841
292068_1,Apartment (Sublet),2,1800,False,Month to Month,1,,False,Free Parking on Premises,[],"33.9559098, -118.4494136",https://furnishedfinder.com/property/292068_1,True,1362
291938_1,House,2,3200,True,Month to Month,1,Application Fee - $50.00/Cleaning Fee - $150.00/Deposit (Refundable) - $2000.00,False,Free Parking on Premises,[],"33.9352581, -118.3302494",https://furnishedfinder.com/property/291938_1,True,2090
212118_1,House,3,3850,True,Month to Month,2,Deposit (Refundable) - $1500.00/Cleaning Fee - $250.00,False,Free Parking on Premises,[],"33.9955660, -118.3184099",https://furnishedfinder.com/property/212118_1,True,1675
290958_2,House,0.5,2000,True,Month to Month,1,Application Fee - $57.00/Cleaning Fee - $250.00/Deposit (Refundable) - $1500.00,False,Street Parking,[],"33.9751837, -118.3083204",https://furnishedfinder.com/property/290958_2,True,1920
274645_1,Apartment,1,2100,True,Month to Month,1,Cleaning Fee - $150.00/Pet Deposit (Refundable) - $250.00/Deposit (Refundable) - $1000.00,True,Plenty street parking,[],"33.9847529, -118.3520617",https://furnishedfinder.com/property/274645_1,True,1348
291129_1,Cottage,1,4500,True,Month to Month,1,Cleaning Fee - $135.00/Deposit (Refundable) - $500.00,False,,[],"33.9771113, -118.4650473",https://furnishedfinder.com/property/291129_1,True,978
264770_1,Apartment,1,1245,True,Month to Month,1,Application Fee - $40.00/Deposit (Refundable) - $1000.00,False,Reserved parking may be available,[],"33.9560272, -118.3853814",https://furnishedfinder.com/property/264770_1,True,1336
264770_2,Apartment,2,3037,False,Month to Month,1,Deposit (Refundable) - $1000.00/Application Fee - $40.00,False,Reserved parking may be available,[],"33.9560272, -118.3853814",https://furnishedfinder.com/property/264770_2,True,1336
264770_3,Apartment,1,1870,True,Month to Month,1,Application Fee - $40.00/Deposit (Refundable) - $1000.00,False,Underground gated parking,[],"33.9560272, -118.3853814",https://furnishedfinder.com/property/264770_3,True,1336
290465_1,House,1,2100,True,3 Month Minimum,1,Deposit (Refundable) - $1000.00,False,Ample unrestricted street parking only,[],"33.9573328, -118.3251766",https://furnishedfinder.com/property/290465_1,True,1888
291736_1,Apartment (Sublet),1,1775,True,Month to Month,1,Deposit (Refundable) - $887.50/Cleaning Fee - $125.00/Application Fee - $40.00,False,Street Parking,[],"33.9437418, -118.3293662",https://furnishedfinder.com/property/291736_1,True,2100
294444_1,Apartment,2,4000,True,Month to Month,1,Application Fee - $35.00/Cleaning Fee - $200.00/Deposit (Refundable) - $2000.00,True,Free Parking on Premises,[],"33.9986260, -118.4244604",https://furnishedfinder.com/property/294444_1,True,955
128332_1,Apartment (Sublet),1,2550,True,Month to Month,1,Cleaning Fee - $185.00/Deposit (Refundable) - $1800.00/Pet Deposit (Refundable) - $250.00,False,Free Parking on Premises,"[('2021-04-13', '2021-10-30')]","33.9896703, -118.4741140",https://furnishedfinder.com/property/128332_1,True,882
238492_2,Apartment,0.5,2000,True,3 Month Minimum,1,Application Fee - $30.00/Cleaning Fee - $200.00/Deposit (Refundable) - $2000.00,False,Free Parking on Premises,"[('2021-05-23', '2021-10-31')]","33.961130, -118.450030",https://furnishedfinder.com/property/238492_2,True,1278
274545_1,House,2,3200,True,Month to Month,1,Deposit (Refundable) - $500.00/Cleaning Fee - $100.00,False,Free Parking on Premises,"[('2021-06-05', '2021-10-31')]","33.9359959, -118.3422454",https://furnishedfinder.com/property/274545_1,True,2013
260278_1,House,3,4000,True,Month to Month,2,Application Fee - $25.00/Deposit (Non-Refundable) - $75.00/Cleaning Fee - $200.00,True,Free Parking on Premises,"[('2021-06-04', '2021-10-31')]","33.9379645, -118.3276334",https://furnishedfinder.com/property/260278_1,True,2136
266976_1,House,2,3000,True,Month to Month,1,,False,Free Parking on Premises,"[('2021-06-21', '2021-11-01'), ('2022-03-02', '2022-06-24')]","33.8971211, -118.3592516",https://furnishedfinder.com/property/266976_1,True,2076
266548_1,House,2,2775,True,Month to Month,1,Deposit (Refundable) - $500.00/Cleaning Fee - $150.00/Pet Deposit (Non-Refundable) - $100.00,True,Free Parking on Premises,"[('2021-05-22', '2021-11-01')]","33.8858124, -118.3753903",https://furnishedfinder.com/property/266548_1,True,2169
267877_1,Cottage,1,3000,True,Month to Month,1,Application Fee - $30.00/Cleaning Fee - $120.00/Deposit (Refundable) - $1000.00,False,Free Parking on Premises,"[('2021-06-12', '2021-06-24'), ('2021-06-24', '2021-06-27'), ('2021-06-27', '2021-08-14'), ('2021-08-14', '2021-08-22'), ('2021-08-22', '2021-09-12'), ('2021-09-12', '2021-09-15'), ('2021-09-15', '2021-09-22'), ('2021-09-22', '2021-10-02'), ('2021-10-02', '2021-11-02'), ('2021-11-02', '2021-11-03'), ('2022-06-22', '2022-06-23')]","33.8404829, -118.3708934",https://furnishedfinder.com/property/267877_1,True,2681
233376_2,Cottage,2,4250,True,Month to Month,1,Deposit (Refundable) - $1000.00/Cleaning Fee - $200.00,True,street parking FREE not a problem,"[('2021-04-17', '2021-11-30')]","33.8393233, -118.3865150",https://furnishedfinder.com/property/233376_2,True,2841
289614_1,House,1,2800,True,Month to Month,1,Cleaning Fee - $200.00/Deposit (Refundable) - $2000.00/Deposit (Non-Refundable) - $300.00,False,,"[('2021-05-07', '2021-11-30')]","33.9808481, -118.4336270",https://furnishedfinder.com/property/289614_1,True,1153
274663_1,House,1,2400,True,3 Month Minimum,1,Cleaning Fee - $500.00/Deposit (Refundable) - $2400.00,True,The parking is free on,"[('2021-05-22', '2022-01-14')]","33.9606656, -118.3977587",https://furnishedfinder.com/property/274663_1,True,1310
260724_1,Condo,2,3100,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Non-Refundable) - $3100.00,False,Free Parking on Premises,"[('2021-05-27', '2022-03-31'), ('2022-03-31', '2022-04-02')]","33.9729048, -118.3666414",https://furnishedfinder.com/property/260724_1,True,1430
245064_1,Apartment,1,1995,True,Month to Month,1,Cleaning Fee - $199.00/Application Fee - $40.00/Deposit (Refundable) - $2500.00,False,Ample street parking,"[('2021-06-01', '2021-07-01'), ('2021-07-02', '2021-07-10'), ('2021-07-31', '2022-06-23')]","33.9604518, -118.4442416",https://furnishedfinder.com/property/245064_1,True,1359
244566_1,Cottage,0.5,2500,True,Month to Month,1,Cleaning Fee - $125.00/Deposit (Refundable) - $500.00/Pet Deposit (Non-Refundable) - $250.00,False,,"[('2021-06-20', '2022-06-23')]","33.8752157, -118.4038637",https://furnishedfinder.com/property/244566_1,True,2259
253711_1,House,2,3950,True,Month to Month,2,Pet Deposit (Non-Refundable) - $100.00/Cleaning Fee - $275.00/Deposit (Refundable) - $1925.00,False,Free Parking on Premises,"[('2021-06-21', '2021-06-26'), ('2021-06-30', '2021-08-31'), ('2021-09-21', '2022-06-24')]","33.9912726, -118.4572753",https://furnishedfinder.com/property/253711_1,True,901
256032_2,House,1,2490,True,Month to Month,1,Deposit (Refundable) - $600.00/Pet Deposit (Refundable) - $100.00,True,Free Parking on Premises,[],"34.0610196, -118.2625076",https://furnishedfinder.com/property/256032_2,True,2159
256032_3,House,1,1790,True,Month to Month,1,Deposit (Refundable) - $500.00/Pet Deposit (Refundable) - $100.00,True,ample street parking,[],"34.0610196, -118.2625076",https://furnishedfinder.com/property/256032_3,True,2159
256032_4,House,0.5,1090,True,Month to Month,1,Deposit (Refundable) - $200.00/Pet Deposit (Refundable) - $100.00,True,Ample Street parking,[],"34.0610196, -118.2625076",https://furnishedfinder.com/property/256032_4,True,2159
256032_5,House,0.5,1790,True,Month to Month,1,Deposit (Refundable) - $500.00/Pet Deposit (Refundable) - $100.00,True,Free Parking on Premises,[],"34.0610196, -118.2625076",https://furnishedfinder.com/property/256032_5,True,2159
263615_1,Apartment,0.5,2800,True,3 Month Minimum,1,Deposit (Refundable) - $2800.00/Pet Deposit (Non-Refundable) - $200.00,False,Free Parking on Premises,[],"34.0419901, -118.4578590",https://furnishedfinder.com/property/263615_1,True,476
263445_1,Apartment,0.5,2500,True,Month to Month,1,Pet Deposit (Refundable) - $500.00/Pet Deposit (Non-Refundable) - $50.00/Cleaning Fee - $300.00,False,Gated parking at,[],"34.0642796, -118.4407481",https://furnishedfinder.com/property/263445_1,True,697
263445_2,Apartment,2,6155,True,Month to Month,2,Pet Deposit (Refundable) - $500.00/Cleaning Fee - $350.00,False,Secured underground parking available at,[],"34.0642796, -118.4407481",https://furnishedfinder.com/property/263445_2,True,697
277855_1,Apartment,3,3850,True,3 Month Minimum,1,Cleaning Fee - $250.00/Deposit (Refundable) - $3850.00/Application Fee - $25.00,True,I will provide 2 resident city parking passes which makes it easy to park very close to the building,[],"34.0150885, -118.4618373",https://furnishedfinder.com/property/277855_1,True,510
286905_1,Apartment,0.5,1495,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $750.00/Pet Deposit (Refundable) - $500.00,False,,[],"34.1620031, -118.3695471",https://furnishedfinder.com/property/286905_1,True,2331
292291_1,Apartment,0.5,2995,True,Month to Month,1,Cleaning Fee - $140.00,False,Free Parking on Premises,[],"34.0678510, -118.2634888",https://furnishedfinder.com/property/292291_1,True,2147
256032_1,House,2,2990,True,Month to Month,1,Deposit (Refundable) - $500.00/Pet Deposit (Refundable) - $100.00,False,Carport parking available on site,[],"34.0610196, -118.2625076",https://furnishedfinder.com/property/256032_1,True,2159
293209_1,House,3,5000,True,Weekly,2,Cleaning Fee - $150.00/Deposit (Non-Refundable) - $1500.00/Pet Deposit (Non-Refundable) - $100.00,False,Free Parking on Premises,[],"34.1821085, -118.3737926",https://furnishedfinder.com/property/293209_1,True,2537
189011_1,House,1,1595,True,3 Month Minimum,1,Deposit (Refundable) - $200.00/Cleaning Fee - $75.00/Pet Deposit (Non-Refundable) - $200.00,False,Free Parking on Premises,[],"34.0590295, -118.3571683",https://furnishedfinder.com/property/189011_1,True,1253
288369_1,Cottage,1,2500,True,Month to Month,1,Deposit (Refundable) - $500.00,False,Ample no permit required street parking,[],"34.0548410, -118.3298690",https://furnishedfinder.com/property/288369_1,True,1540
292361_1,House,1,2800,True,3 Month Minimum,1,Deposit (Refundable) - $1000.00/Pet Deposit (Refundable) - $500.00/Cleaning Fee - $125.00,True,Free Parking on Premises,[],"34.2086420, -118.3473134",https://furnishedfinder.com/property/292361_1,True,2869
272363_1,Apartment,2,5600,True,Month to Month,2,Application Fee - $35.00/Deposit (Refundable) - $3000.00/Cleaning Fee - $225.00,False,Free Parking on Premises,[],"34.1696960, -118.3782891",https://furnishedfinder.com/property/272363_1,True,2253
229424_2,Apartment,1,1650,True,Month to Month,1,Deposit (Refundable) - $500.00/Pet Deposit (Non-Refundable) - $100.00/Cleaning Fee - $100.00,False,,[],"34.0864821, -118.3252595",https://furnishedfinder.com/property/229424_2,True,2081
229424_1,Apartment,0.5,2200,True,Month to Month,1,Cleaning Fee - $100.00/Pet Deposit (Non-Refundable) - $100.00/Deposit (Refundable) - $500.00,False,Free Parking on Premises,[],"34.0864821, -118.3252595",https://furnishedfinder.com/property/229424_1,True,2081
229425_1,Apartment,1,2150,True,Month to Month,1,Cleaning Fee - $100.00/Deposit (Refundable) - $500.00/Pet Deposit (Non-Refundable) - $100.00,False,Free Parking on Premises,[],"34.0780577, -118.3096876",https://furnishedfinder.com/property/229425_1,True,2095
282578_1,Cottage,1,1600,True,Month to Month,1,Deposit (Refundable) - $500.00/Cleaning Fee - $150.00/Pet Deposit (Refundable) - $150.00,False,Free Parking on Premises,[],"34.0514760, -118.3380650",https://furnishedfinder.com/property/282578_1,True,1361
263409_1,Apartment,1,2750,True,Month to Month,1,Cleaning Fee - $95.00/Pet Deposit (Refundable) - $100.00,False,Free Parking on Premises,[],"34.0421225, -118.2514289",https://furnishedfinder.com/property/263409_1,True,2139
256603_1,Apartment (Sublet),2,4500,True,Month to Month,2,Cleaning Fee - $249.00/Deposit (Refundable) - $750.00/Pet Deposit (Non-Refundable) - $350.00,False,Free Parking on Premises,[],"34.0765618, -118.3914354",https://furnishedfinder.com/property/256603_1,True,1190
256604_1,Apartment (Sublet),0.5,3500,True,Month to Month,1,Cleaning Fee - $249.00/Deposit (Refundable) - $750.00/Pet Deposit (Non-Refundable) - $350.00,True,Free Parking on Premises,[],"34.0614312, -118.4432023",https://furnishedfinder.com/property/256604_1,True,710
280133_1,Apartment,1,2600,True,3 Month Minimum,1,Application Fee - $35.00/Deposit (Refundable) - $2600.00,False,Free Parking on Premises,[],"34.0885232, -118.3863909",https://furnishedfinder.com/property/280133_1,True,1271
275026_1,House,1,3300,True,3 Month Minimum,1,Cleaning Fee - $250.00/Pet Deposit (Non-Refundable) - $250.00/Deposit (Refundable) - $3300.00,True,permitted street parking we provide you with a permit,[],"34.0272341, -118.4804258",https://furnishedfinder.com/property/275026_1,True,218
229798_3,Apartment,1,2895,True,Month to Month,1,Application Fee - $40.00/Deposit (Refundable) - $1000.00,False,street parking,[],"34.052570, -118.462960",https://furnishedfinder.com/property/229798_3,True,447
250366_1,Apartment,1,3150,True,Month to Month,1,Cleaning Fee - $120.00/Pet Deposit (Refundable) - $150.00/Deposit (Refundable) - $500.00,False,Free Parking on Premises,[],"34.0263110, -118.4851430",https://furnishedfinder.com/property/250366_1,True,265
211956_1,House,2,4100,True,3 Month Minimum,1,Cleaning Fee - $100.00/Pet Deposit (Non-Refundable) - $100.00,True,Parking permit provided,[],"34.0297173, -118.4822655",https://furnishedfinder.com/property/211956_1,True,172
287818_1,Apartment (Sublet),1,2375,True,3 Month Minimum,1,Application Fee - $75.00/Cleaning Fee - $65.00/Deposit (Refundable) - $2375.00,False,Free Parking on Premises,[],"34.1147313, -118.3637264",https://furnishedfinder.com/property/287818_1,True,1754
263380_2,Apartment,2,3300,True,Month to Month,2,,False,Free Parking on Premises,[],"34.0846666, -118.3749795",https://furnishedfinder.com/property/263380_2,True,1419
293886_1,Apartment,1,2575,True,Month to Month,1,Cleaning Fee - $125.00/Deposit (Refundable) - $1500.00/Water Fee - $150.00,False,Free Parking on Premises,"[('2021-06-14', '2021-10-27')]","34.0588673, -118.2878109",https://furnishedfinder.com/property/293886_1,True,2110
274842_1,Apartment (Sublet),2,3650,True,3 Month Minimum,2,Application Fee - $40.00/Cleaning Fee - $160.00/Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-05-11', '2021-10-31')]","34.0047594, -118.4888935",https://furnishedfinder.com/property/274842_1,True,631
274842_2,Apartment (Sublet),1,2300,True,3 Month Minimum,1,Application Fee - $40.00/Cleaning Fee - $90.00/Deposit (Refundable) - $350.00,False,Free Parking on Premises,"[('2021-05-11', '2021-10-31')]","34.0047594, -118.4888935",https://furnishedfinder.com/property/274842_2,True,631
